MSA name,Output
437.ID_124:binShort:4_left_left__REDUCED__11826-11924___11904-11958__DOTS_1,no significant pairs
438.ID_107:binShort:4_left_left__REDUCED__20147-20219___20199-20248__DOTS_1,no significant pairs
439.ID_30:binShort:2_left_left__REDUCED__11938-11987___11967-12044__DOTS_1,no significant pairs
44.ID_237:binShort:1_left_left__REDUCED__12708-12793___12733-12815__DOTS_1,no significant pairs
440.ID_331:binShort:2_left_left__REDUCED__16011-16076___16056-16112__DOTS_1,no significant pairs
441.ID_127:binShort:3_left_left__REDUCED__4229-4280___4260-4318__DOTS_1,no significant pairs
442.ID_58:binShort:2_left_left__REDUCED__6513-6576___6556-6613__DOTS_1,no significant pairs
443.ID_301:binShort:1_left_left__REDUCED__10342-10409___10389-10450__DOTS_1,no significant pairs
444.ID_341:binShort:3_left_left__REDUCED__240-329___309-390__DOTS_1,no significant pairs
445.ID_159:binShort:1_left_left__REDUCED__1562-1631___1611-1650__DOTS_1,no significant pairs
446.ID_271:binShort:1_left_left__REDUCED__11296-11367___11347-11409__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
447.ID_295:binShort:2_left_left__REDUCED__1076-1131___1111-1205__DOTS_1,no significant pairs
448.ID_315:binShort:4_left_left__REDUCED__7701-7748___7728-7795__DOTS_1,no significant pairs
449.ID_202:binShort:3_left_left__REDUCED__7869-7923___7903-7958__DOTS_1,no significant pairs
45.ID_216:binShort:3_left_left__REDUCED__21041-21124___21065-21138__DOTS_1,no significant pairs
450.ID_142:binShort:1_left_left__REDUCED__10626-10702___10682-10741__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
451.ID_233:binShort:2_left_left__REDUCED__947-1043___1023-1063__DOTS_1,no significant pairs
452.ID_223:binShort:4_left_left__REDUCED__2855-2926___2906-2961__DOTS_1,no significant pairs
453.ID_31:binShort:2_left_left__REDUCED__4115-4168___4148-4208__DOTS_1,no significant pairs
454.ID_100:binShort:1_left_left__REDUCED__8417-8485___8465-8526__DOTS_1,no significant pairs
455.ID_99:binShort:4_left_left__REDUCED__14005-14083___14063-14128__DOTS_1,no significant pairs
456.ID_238:binShort:1_left_left__REDUCED__14540-14585___14565-14635__DOTS_1,no significant pairs
457.ID_224:binShort:3_left_left__REDUCED__24859-24924___24904-24948__DOTS_1,no significant pairs
458.ID_221:binShort:3_left_left__REDUCED__27859-27912___27892-27943__DOTS_1,no significant pairs
459.ID_56:binShort:4_left_left__REDUCED__1064-1116___1096-1163__DOTS_1,no significant pairs
46.ID_351_left__REDUCED__11697-11780___11721-11816__DOTS_1,no significant pairs
460.ID_23:binShort:2_left_left__REDUCED__1830-1923___1903-1956__DOTS_1,no significant pairs
461.ID_4:binShort:1_left_left__REDUCED__1956-2012___1992-2056__DOTS_1,no significant pairs
462.ID_239:binShort:1_left_left__REDUCED__13686-13750___13730-13777__DOTS_1,no significant pairs
463.ID_29:binShort:3_left_left__REDUCED__16387-16428___16408-16472__DOTS_1,no significant pairs
464.ID_93:binShort:2_left_left__REDUCED__22426-22490___22470-22509__DOTS_1,no significant pairs
465.ID_115:binShort:1_left_left__REDUCED__6229-6291___6271-6334__DOTS_1,no significant pairs
466.ID_115:binShort:2_left_left__REDUCED__28166-28220___28200-28259__DOTS_1,no significant pairs
467.ID_45:binShort:1_left_left__REDUCED__17185-17240___17220-17274__DOTS_1,no significant pairs
468.ID_23:binShort:3_left_left__REDUCED__9095-9163___9143-9200__DOTS_1,no significant pairs
469.ID_16:binShort:1_left_left__REDUCED__27172-27234___27214-27262__DOTS_1,no significant pairs
47.ID_264:binShort:4_left_left__REDUCED__28652-28756___28697-28775__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
470.ID_5:binShort:2_left_left__REDUCED__21528-21583___21563-21609__DOTS_1,no significant pairs
471.ID_516_left__REDUCED__20050-20107___20088-20146__DOTS_1,no significant pairs
472.ID_758_left__REDUCED__24517-24568___24549-24628__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
473.ID_493_left__REDUCED__14400-14470___14451-14512__DOTS_1,no significant pairs
474.ID_915_left__REDUCED__8540-8611___8592-8668__DOTS_1,no significant pairs
475.ID_426:binShort:1_left_left__REDUCED__28038-28077___28058-28129__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
476.ID_292_left__REDUCED__6278-6317___6298-6357__DOTS_1,no significant pairs
477.ID_592:binShort:2_left_left__REDUCED__29249-29321___29302-29353__DOTS_1,no significant pairs
478.ID_1003_left__REDUCED__18993-19061___19042-19113__DOTS_1,no significant pairs
479.ID_702_left__REDUCED__3532-3594___3575-3621__DOTS_1,no significant pairs
48.ID_844_left__REDUCED__3525-3609___3550-3628__DOTS_1,no significant pairs
480.ID_2:binShort:3_left_left__REDUCED__24016-24084___24065-24108__DOTS_1,no significant pairs
481.ID_904_left__REDUCED__20279-20341___20322-20382__DOTS_1,no significant pairs
482.ID_376:binShort:3_left_left__REDUCED__12695-12749___12730-12797__DOTS_1,no significant pairs
483.ID_354:binShort:1_left_left__REDUCED__2080-2138___2119-2168__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
484.ID_455:binShort:1_left_left__REDUCED__7384-7438___7419-7475__DOTS_1,no significant pairs
485.ID_271:binShort:3_left_left__REDUCED__8459-8514___8495-8553__DOTS_1,no significant pairs
486.ID_242:binShort:1_left_left__REDUCED__2869-2915___2896-2965__DOTS_1,no significant pairs
487.ID_233:binShort:4_left_left__REDUCED__3181-3222___3203-3264__DOTS_1,no significant pairs
488.ID_314:binShort:3_left_left__REDUCED__6047-6123___6104-6159__DOTS_1,no significant pairs
489.ID_160:binShort:2_left_left__REDUCED__13795-13841___13822-13880__DOTS_1,no significant pairs
49.ID_46:binShort:1_left_left__REDUCED__16610-16691___16633-16714__DOTS_1,no significant pairs
490.ID_159:binShort:3_left_left__REDUCED__8016-8110___8091-8151__DOTS_1,no significant pairs
491.ID_76:binShort:3_left_left__REDUCED__19250-19310___19291-19361__DOTS_1,no significant pairs
492.ID_248:binShort:1_left_left__REDUCED__23493-23557___23538-23598__DOTS_1,no significant pairs
493.ID_361:binShort:2_left_left__REDUCED__817-879___860-914__DOTS_1,no significant pairs
494.ID_230:binShort:3_left_left__REDUCED__2503-2587___2568-2626__DOTS_1,no significant pairs
495.ID_212:binShort:3_left_left__REDUCED__17417-17465___17446-17505__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
496.ID_88:binShort:4_left_left__REDUCED__11738-11828___11809-11858__DOTS_1,no significant pairs
497.ID_155:binShort:3_left_left__REDUCED__29586-29660___29641-29680__DOTS_1,no significant pairs
498.ID_52:binShort:1_left_left__REDUCED__12606-12677___12658-12722__DOTS_1,no significant pairs
499.ID_112:binShort:2_left_left__REDUCED__10224-10299___10280-10335__DOTS_1,no significant pairs
5.ID_534_left__REDUCED__2621-2712___2627-2743__DOTS_1,no significant pairs
50.ID_653_left__REDUCED__3411-3474___3417-3509__DOTS_1,no significant pairs
500.ID_44:binShort:1_left_left__REDUCED__2341-2391___2372-2424__DOTS_1,no significant pairs
501.ID_498_left__REDUCED__1302-1377___1359-1412__DOTS_1,no significant pairs
502.ID_425:binShort:3_left_left__REDUCED__424-529___511-567__DOTS_1,no significant pairs
503.ID_795_left__REDUCED__27000-27093___27075-27120__DOTS_1,no significant pairs
504.ID_1016_left__REDUCED__22385-22457___22439-22495__DOTS_1,no significant pairs
505.ID_123:binShort:3_left_left__REDUCED__19789-19842___19824-19900__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
506.ID_981_left__REDUCED__2176-2221___2203-2269__DOTS_1,no significant pairs
507.ID_285_left__REDUCED__9975-10049___10031-10085__DOTS_1,no significant pairs
508.ID_866_left__REDUCED__27167-27209___27191-27252__DOTS_1,no significant pairs
509.ID_497_left__REDUCED__9965-10021___10003-10104__DOTS_1,no significant pairs
51.ID_194:binShort:3_left_left__REDUCED__5145-5221___5164-5243__DOTS_1,no significant pairs
510.ID_951_left__REDUCED__24558-24631___24613-24663__DOTS_1,no significant pairs
511.ID_293:binShort:4_left_left__REDUCED__28520-28588___28570-28617__DOTS_1,no significant pairs
512.ID_798_left__REDUCED__13796-13843___13825-13884__DOTS_1,no significant pairs
513.ID_273:binShort:3_left_left__REDUCED__14550-14613___14595-14660__DOTS_1,no significant pairs
514.ID_375:binShort:1_left_left__REDUCED__10096-10171___10153-10218__DOTS_1,no significant pairs
515.ID_896_left__REDUCED__160-252___234-304__DOTS_1,no significant pairs
516.ID_646_left__REDUCED__12647-12699___12681-12744__DOTS_1,no significant pairs
517.ID_1023_left__REDUCED__17675-17736___17718-17780__DOTS_1,no significant pairs
518.ID_792_left__REDUCED__17949-18005___17987-18063__DOTS_1,no significant pairs
519.ID_168:binShort:1_left_left__REDUCED__18217-18296___18278-18332__DOTS_1,no significant pairs
52.ID_837_left__REDUCED__28653-28737___28681-28761__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
520.ID_170:binShort:4_left_left__REDUCED__12002-12058___12040-12095__DOTS_1,no significant pairs
521.ID_288:binShort:4_left_left__REDUCED__27528-27588___27570-27637__DOTS_1,no significant pairs
522.ID_272:binShort:1_left_left__REDUCED__10069-10129___10111-10183__DOTS_1,no significant pairs
523.ID_325:binShort:3_left_left__REDUCED__8483-8538___8520-8593__DOTS_1,no significant pairs
524.ID_251:binShort:1_left_left__REDUCED__10611-10665___10647-10720__DOTS_1,no significant pairs
525.ID_759_left__REDUCED__1567-1619___1601-1655__DOTS_1,no significant pairs
526.ID_930_left__REDUCED__10630-10695___10677-10748__DOTS_1,no significant pairs
527.ID_102:binShort:4_left_left__REDUCED__15814-15866___15848-15907__DOTS_1,no significant pairs
528.ID_191:binShort:2_left_left__REDUCED__5074-5135___5117-5183__DOTS_1,no significant pairs
529.ID_235:binShort:1_left_left__REDUCED__17492-17553___17535-17585__DOTS_1,no significant pairs
53.ID_144:binShort:1_left_left__REDUCED__4984-5071___5016-5097__DOTS_1,no significant pairs
530.ID_137:binShort:1_left_left__REDUCED__5658-5714___5696-5751__DOTS_1,no significant pairs
531.ID_409:binShort:2_left_left__REDUCED__16165-16209___16191-16252__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
532.ID_179:binShort:4_left_left__REDUCED__18026-18103___18085-18161__DOTS_1,no significant pairs
533.ID_239:binShort:3_left_left__REDUCED__11677-11740___11722-11769__DOTS_1,no significant pairs
534.ID_83:binShort:1_left_left__REDUCED__16780-16850___16832-16881__DOTS_1,no significant pairs
535.ID_221:binShort:1_left_left__REDUCED__7890-7943___7925-7970__DOTS_1,no significant pairs
536.ID_343:binShort:1_left_left__REDUCED__25269-25328___25310-25357__DOTS_1,no significant pairs
537.ID_229:binShort:3_left_left__REDUCED__19056-19121___19103-19154__DOTS_1,no significant pairs
538.ID_26:binShort:2_left_left__REDUCED__27556-27645___27627-27670__DOTS_1,no significant pairs
539.ID_41:binShort:1_left_left__REDUCED__29091-29157___29139-29204__DOTS_1,no significant pairs
54.ID_175:binShort:4_left_left__REDUCED__12241-12332___12278-12351__DOTS_1,no significant pairs
540.ID_110:binShort:4_left_left__REDUCED__4195-4257___4239-4290__DOTS_1,no significant pairs
541.ID_206:binShort:4_left_left__REDUCED__19621-19675___19657-19730__DOTS_1,no significant pairs
542.ID_124:binShort:2_left_left__REDUCED__29265-29345___29327-29367__DOTS_1,no significant pairs
543.ID_62:binShort:4_left_left__REDUCED__10344-10407___10389-10449__DOTS_1,no significant pairs
544.ID_62:binShort:2_left_left__REDUCED__10754-10806___10788-10844__DOTS_1,no significant pairs
545.ID_147:binShort:2_left_left__REDUCED__8139-8208___8190-8243__DOTS_1,no significant pairs
546.ID_68:binShort:1_left_left__REDUCED__8531-8574___8556-8629__DOTS_1,no significant pairs
547.ID_203:binShort:4_left_left__REDUCED__18186-18241___18223-18299__DOTS_1,no significant pairs
548.ID_130:binShort:3_left_left__REDUCED__28069-28154___28136-28193__DOTS_1,no significant pairs
549.ID_153:binShort:3_left_left__REDUCED__20446-20489___20471-20537__DOTS_1,no significant pairs
55.ID_1018_left__REDUCED__931-1016___963-1039__DOTS_1,no significant pairs
550.ID_77:binShort:2_left_left__REDUCED__5879-5937___5919-5970__DOTS_1,no significant pairs
551.ID_509_left__REDUCED__14254-14309___14292-14335__DOTS_1,no significant pairs
552.ID_751_left__REDUCED__14549-14636___14619-14675__DOTS_1,no significant pairs
553.ID_344:binShort:1_left_left__REDUCED__29015-29091___29074-29124__DOTS_1,no significant pairs
554.ID_670_left__REDUCED__11838-11921___11904-11956__DOTS_1,no significant pairs
555.ID_780_left__REDUCED__27553-27619___27602-27650__DOTS_1,no significant pairs
556.ID_863_left__REDUCED__2781-2833___2816-2870__DOTS_1,no significant pairs
557.ID_817_left__REDUCED__15323-15409___15392-15448__DOTS_1,no significant pairs
558.ID_965_left__REDUCED__15309-15382___15365-15437__DOTS_1,no significant pairs
559.ID_393:binShort:3_left_left__REDUCED__14974-15043___15026-15086__DOTS_1,no significant pairs
56.ID_538:binShort:1_left_left__REDUCED__21047-21118___21066-21136__DOTS_1,no significant pairs
560.ID_508_left__REDUCED__11670-11713___11696-11770__DOTS_1,no significant pairs
561.ID_932_left__REDUCED__10666-10743___10726-10779__DOTS_1,no significant pairs
562.ID_576:binShort:3_left_left__REDUCED__28827-28890___28873-28960__DOTS_1,no significant pairs
563.ID_380:binShort:2_left_left__REDUCED__4416-4463___4446-4507__DOTS_1,no significant pairs
564.ID_355:binShort:2_left_left__REDUCED__19813-19897___19880-19925__DOTS_1,no significant pairs
565.ID_913_left__REDUCED__12934-13006___12989-13038__DOTS_1,no significant pairs
566.ID_770_left__REDUCED__17191-17235___17218-17281__DOTS_1,no significant pairs
567.ID_419:binShort:3_left_left__REDUCED__5455-5500___5483-5556__DOTS_1,no significant pairs
568.ID_345:binShort:1_left_left__REDUCED__14559-14634___14617-14663__DOTS_1,no significant pairs
569.ID_378:binShort:2_left_left__REDUCED__1860-1947___1930-1976__DOTS_1,no significant pairs
57.ID_86:binShort:2_left_left__REDUCED__29012-29103___29051-29126__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
570.ID_187:binShort:3_left_left__REDUCED__7053-7135___7118-7164__DOTS_1,no significant pairs
571.ID_364:binShort:3_left_left__REDUCED__9158-9246___9229-9285__DOTS_1,no significant pairs
572.ID_73:binShort:3_left_left__REDUCED__11932-11993___11976-12046__DOTS_1,no significant pairs
573.ID_272:binShort:2_left_left__REDUCED__19364-19415___19398-19467__DOTS_1,no significant pairs
574.ID_557_left__REDUCED__7719-7780___7763-7818__DOTS_1,no significant pairs
575.ID_442:binShort:1_left_left__REDUCED__18692-18746___18729-18790__DOTS_1,no significant pairs
576.ID_1009_left__REDUCED__4006-4068___4051-4106__DOTS_1,no significant pairs
577.ID_821_left__REDUCED__17640-17699___17682-17747__DOTS_1,no significant pairs
578.ID_491:binShort:3_left_left__REDUCED__2455-2523___2506-2540__DOTS_1,no significant pairs
579.ID_467:binShort:1_left_left__REDUCED__8113-8165___8148-8222__DOTS_1,no significant pairs
58.ID_284_left__REDUCED__28471-28537___28486-28586__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
580.ID_339:binShort:2_left_left__REDUCED__13294-13336___13319-13405__DOTS_1,no significant pairs
581.ID_787_left__REDUCED__2699-2775___2758-2815__DOTS_1,no significant pairs
582.ID_59:binShort:4_left_left__REDUCED__12219-12271___12254-12320__DOTS_1,no significant pairs
583.ID_382:binShort:2_left_left__REDUCED__12448-12511___12494-12585__DOTS_1,no significant pairs
584.ID_73:binShort:2_left_left__REDUCED__12194-12239___12222-12296__DOTS_1,no significant pairs
585.ID_203:binShort:1_left_left__REDUCED__12314-12375___12358-12409__DOTS_1,no significant pairs
586.ID_188:binShort:1_left_left__REDUCED__27463-27510___27493-27531__DOTS_1,no significant pairs
587.ID_410:binShort:2_left_left__REDUCED__29120-29170___29153-29210__DOTS_1,no significant pairs
588.ID_3:binShort:1_left_left__REDUCED__22390-22451___22434-22491__DOTS_1,no significant pairs
589.ID_250:binShort:4_left_left__REDUCED__8224-8284___8267-8335__DOTS_1,no significant pairs
59.ID_608_left__REDUCED__16917-16992___16941-17011__DOTS_1,no significant pairs
590.ID_201:binShort:3_left_left__REDUCED__10232-10301___10284-10336__DOTS_1,no significant pairs
591.ID_326:binShort:3_left_left__REDUCED__18817-18876___18859-18919__DOTS_1,no significant pairs
592.ID_64:binShort:1_left_left__REDUCED__19870-19944___19927-19987__DOTS_1,no significant pairs
593.ID_223:binShort:3_left_left__REDUCED__4504-4591___4574-4640__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
594.ID_271:binShort:2_left_left__REDUCED__2868-2933___2916-2967__DOTS_1,no significant pairs
595.ID_152:binShort:2_left_left__REDUCED__5864-5910___5893-5962__DOTS_1,no significant pairs
596.ID_102:binShort:1_left_left__REDUCED__14447-14509___14492-14538__DOTS_1,no significant pairs
597.ID_138:binShort:4_left_left__REDUCED__15826-15887___15870-15916__DOTS_1,no significant pairs
598.ID_98:binShort:1_left_left__REDUCED__18469-18548___18531-18592__DOTS_1,no significant pairs
599.ID_309:binShort:2_left_left__REDUCED__19389-19443___19426-19499__DOTS_1,no significant pairs
6.ID_593_left__REDUCED__2359-2489___2404-2523__DOTS_1,no significant pairs
60.ID_344:binShort:2_left_left__REDUCED__28039-28096___28045-28134__DOTS_1,no significant pairs
600.ID_392:binShort:2_left_left__REDUCED__5832-5880___5863-5921__DOTS_1,no significant pairs
601.ID_137:binShort:3_left_left__REDUCED__10598-10653___10636-10722__DOTS_1,no significant pairs
602.ID_237:binShort:3_left_left__REDUCED__11961-12022___12005-12065__DOTS_1,no significant pairs
603.ID_135:binShort:2_left_left__REDUCED__14431-14499___14482-14528__DOTS_1,no significant pairs
604.ID_138:binShort:3_left_left__REDUCED__18220-18283___18266-18334__DOTS_1,no significant pairs
605.ID_267:binShort:2_left_left__REDUCED__19689-19761___19744-19792__DOTS_1,no significant pairs
606.ID_208:binShort:3_left_left__REDUCED__19771-19816___19799-19875__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
607.ID_254:binShort:3_left_left__REDUCED__12611-12670___12653-12714__DOTS_1,no significant pairs
608.ID_18:binShort:1_left_left__REDUCED__21613-21652___21635-21685__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
609.ID_108:binShort:1_left_left__REDUCED__4066-4127___4110-4150__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
61.ID_125:binShort:1_left_left__REDUCED__28676-28764___28713-28783__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
610.ID_87:binShort:4_left_left__REDUCED__5885-5947___5930-5978__DOTS_1,no significant pairs
611.ID_60:binShort:4_left_left__REDUCED__14755-14815___14798-14851__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
612.ID_21:binShort:1_left_left__REDUCED__29038-29120___29103-29149__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
613.ID_56:binShort:3_left_left__REDUCED__15171-15235___15218-15267__DOTS_1,no significant pairs
614.ID_502_left__REDUCED__4612-4671___4655-4714__DOTS_1,no significant pairs
615.ID_784_left__REDUCED__18899-18966___18950-19017__DOTS_1,no significant pairs
616.ID_846_left__REDUCED__28890-28974___28958-29044__DOTS_1,no significant pairs
617.ID_488_left__REDUCED__10907-10951___10935-10998__DOTS_1,no significant pairs
618.ID_688:binShort:4_left_left__REDUCED__29013-29089___29073-29134__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
619.ID_808_left__REDUCED__15961-16037___16021-16100__DOTS_1,no significant pairs
62.ID_202:binShort:4_left_left__REDUCED__16279-16350___16299-16387__DOTS_1,no significant pairs
620.ID_839_left__REDUCED__15674-15748___15732-15775__DOTS_1,no significant pairs
621.ID_775_left__REDUCED__17480-17535___17519-17579__DOTS_1,no significant pairs
622.ID_542_left__REDUCED__12649-12696___12680-12744__DOTS_1,no significant pairs
623.ID_504:binShort:3_left_left__REDUCED__5472-5523___5507-5567__DOTS_1,no significant pairs
624.ID_430:binShort:2_left_left__REDUCED__4424-4484___4468-4514__DOTS_1,no significant pairs
625.ID_391:binShort:3_left_left__REDUCED__12412-12450___12434-12491__DOTS_1,no significant pairs
626.ID_980_left__REDUCED__13177-13254___13238-13284__DOTS_1,no significant pairs
627.ID_261:binShort:4_left_left__REDUCED__6513-6563___6547-6591__DOTS_1,no significant pairs
628.ID_972_left__REDUCED__16761-16820___16804-16860__DOTS_1,no significant pairs
629.ID_217:binShort:4_left_left__REDUCED__1111-1158___1142-1208__DOTS_1,no significant pairs
63.ID_650_left__REDUCED__3085-3151___3101-3173__DOTS_1,no significant pairs
630.ID_299:binShort:2_left_left__REDUCED__1476-1551___1535-1595__DOTS_1,no significant pairs
631.ID_235:binShort:2_left_left__REDUCED__27452-27485___27469-27529__DOTS_1,no significant pairs
632.ID_198:binShort:1_left_left__REDUCED__5224-5293___5277-5346__DOTS_1,no significant pairs
633.ID_288:binShort:1_left_left__REDUCED__10292-10342___10326-10381__DOTS_1,no significant pairs
634.ID_338:binShort:4_left_left__REDUCED__12305-12369___12353-12409__DOTS_1,no significant pairs
635.ID_178:binShort:2_left_left__REDUCED__15267-15335___15319-15398__DOTS_1,no significant pairs
636.ID_197:binShort:3_left_left__REDUCED__1251-1292___1276-1349__DOTS_1,no significant pairs
637.ID_178:binShort:3_left_left__REDUCED__12642-12690___12674-12726__DOTS_1,no significant pairs
638.ID_20:binShort:1_left_left__REDUCED__14864-14914___14898-14961__DOTS_1,no significant pairs
639.ID_366:binShort:1_left_left__REDUCED__3870-3909___3893-3968__DOTS_1,no significant pairs
64.ID_360:binShort:3_left_left__REDUCED__4968-5036___4986-5063__DOTS_1,no significant pairs
640.ID_183:binShort:2_left_left__REDUCED__4595-4650___4634-4683__DOTS_1,no significant pairs
641.ID_118:binShort:3_left_left__REDUCED__29143-29198___29182-29259__DOTS_1,no significant pairs
642.ID_297:binShort:1_left_left__REDUCED__7720-7773___7757-7809__DOTS_1,no significant pairs
643.ID_434:binShort:3_left_left__REDUCED__14135-14180___14164-14221__DOTS_1,no significant pairs
644.ID_69:binShort:4_left_left__REDUCED__25001-25061___25045-25118__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
645.ID_109:binShort:1_left_left__REDUCED__1281-1342___1326-1382__DOTS_1,no significant pairs
646.ID_120:binShort:2_left_left__REDUCED__13100-13145___13129-13224__DOTS_1,no significant pairs
647.ID_119:binShort:1_left_left__REDUCED__16547-16604___16588-16661__DOTS_1,no significant pairs
648.ID_311:binShort:2_left_left__REDUCED__18173-18236___18220-18299__DOTS_1,no significant pairs
649.ID_45:binShort:4_left_left__REDUCED__26935-26998___26982-27022__DOTS_1,no significant pairs
65.ID_570_left__REDUCED__18047-18111___18061-18152__DOTS_1,no significant pairs
650.ID_240:binShort:2_left_left__REDUCED__4522-4578___4562-4610__DOTS_1,no significant pairs
651.ID_181:binShort:3_left_left__REDUCED__7897-7949___7933-7973__DOTS_1,no significant pairs
652.ID_436:binShort:2_left_left__REDUCED__12425-12481___12465-12505__DOTS_1,no significant pairs
653.ID_391:binShort:1_left_left__REDUCED__20442-20492___20476-20548__DOTS_1,no significant pairs
654.ID_125:binShort:4_left_left__REDUCED__9092-9159___9143-9211__DOTS_1,no significant pairs
655.ID_34:binShort:4_left_left__REDUCED__28793-28849___28833-28909__DOTS_1,no significant pairs
656.ID_53:binShort:4_left_left__REDUCED__4128-4179___4163-4215__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
657.ID_80:binShort:2_left_left__REDUCED__17781-17840___17824-17883__DOTS_1,no significant pairs
658.ID_29:binShort:1_left_left__REDUCED__18259-18352___18336-18371__DOTS_1,no significant pairs
659.ID_322_left__REDUCED__10319-10382___10367-10438__DOTS_1,no significant pairs
66.ID_374:binShort:3_left_left__REDUCED__5940-6024___5974-6049__DOTS_1,no significant pairs
660.ID_247:binShort:1_left_left__REDUCED__8129-8190___8175-8243__DOTS_1,no significant pairs
661.ID_261_left__REDUCED__17968-18024___18009-18064__DOTS_1,no significant pairs
662.ID_749_left__REDUCED__6830-6876___6861-6923__DOTS_1,no significant pairs
663.ID_645_left__REDUCED__8005-8058___8043-8099__DOTS_1,no significant pairs
664.ID_501_left__REDUCED__12194-12237___12222-12300__DOTS_1,no significant pairs
665.ID_721_left__REDUCED__18227-18291___18276-18340__DOTS_1,no significant pairs
666.ID_661_left__REDUCED__14242-14287___14272-14326__DOTS_1,no significant pairs
667.ID_785_left__REDUCED__15119-15174___15159-15219__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
668.ID_442:binShort:3_left_left__REDUCED__1128-1174___1159-1214__DOTS_1,no significant pairs
669.ID_900_left__REDUCED__6167-6233___6218-6269__DOTS_1,no significant pairs
67.ID_70:binShort:3_left_left__REDUCED__7391-7464___7415-7489__DOTS_1,no significant pairs
670.ID_558_left__REDUCED__13116-13168___13153-13243__DOTS_1,no significant pairs
671.ID_746_left__REDUCED__8347-8418___8403-8467__DOTS_1,no significant pairs
672.ID_266:binShort:3_left_left__REDUCED__15816-15869___15854-15908__DOTS_1,no significant pairs
673.ID_397:binShort:3_left_left__REDUCED__2080-2136___2121-2161__DOTS_1,no significant pairs
674.ID_140:binShort:1_left_left__REDUCED__5480-5555___5540-5589__DOTS_1,no significant pairs
675.ID_506:binShort:2_left_left__REDUCED__13328-13394___13379-13434__DOTS_1,no significant pairs
676.ID_476:binShort:1_left_left__REDUCED__3445-3514___3499-3543__DOTS_1,no significant pairs
677.ID_266:binShort:2_left_left__REDUCED__24289-24342___24327-24372__DOTS_1,no significant pairs
678.ID_307:binShort:1_left_left__REDUCED__8394-8441___8426-8482__DOTS_1,no significant pairs
679.ID_113:binShort:1_left_left__REDUCED__7909-7964___7949-8008__DOTS_1,no significant pairs
68.ID_32:binShort:2_left_left__REDUCED__12916-12989___12940-13022__DOTS_1,no significant pairs
680.ID_300:binShort:3_left_left__REDUCED__17761-17825___17810-17858__DOTS_1,no significant pairs
681.ID_424:binShort:1_left_left__REDUCED__18397-18438___18423-18486__DOTS_1,no significant pairs
682.ID_194:binShort:4_left_left__REDUCED__12691-12770___12755-12798__DOTS_1,no significant pairs
683.ID_505:binShort:2_left_left__REDUCED__20447-20486___20471-20541__DOTS_1,no significant pairs
684.ID_100:binShort:4_left_left__REDUCED__8910-8969___8954-9001__DOTS_1,no significant pairs
685.ID_283:binShort:4_left_left__REDUCED__12415-12463___12448-12502__DOTS_1,no significant pairs
