MSA name,Output
2583.ID_205:binLong:18_left_left__REDUCED__16949-17031___17389-17450__DOTS_1,no significant pairs
2584.ID_194:binLong:15_left_left__REDUCED__13869-13947___14305-14365__DOTS_1,no significant pairs
2585.ID_143:binLong:9_left_left__REDUCED__19064-19177___19535-19568__DOTS_1,no significant pairs
2586.ID_1031_left__REDUCED__6007-6124___6483-6560__DOTS_1,no significant pairs
2587.ID_613_left__REDUCED__899-991___1350-1444__DOTS_1,no significant pairs
2588.ID_1131:binLong:26_left_left__REDUCED__4379-4422___4781-4828__DOTS_1,no significant pairs
2589.ID_72:binLong:15_left_left__REDUCED__19060-19135___19494-19562__DOTS_1,no significant pairs
259.ID_202:binShort:2_left_left__REDUCED__18420-18485___18458-18526__DOTS_1,no significant pairs
2590.ID_177_left__REDUCED__13846-13940___14300-14371__DOTS_1,no significant pairs
2591.ID_42:binLong:6_left_left__REDUCED__19646-19698___20058-20111__DOTS_1,no significant pairs
2592.ID_108:binLong:2_left_left__REDUCED__13829-13929___14291-14367__DOTS_1,no significant pairs
2593.ID_20:binLong:1_left_left__REDUCED__951-1020___1382-1455__DOTS_1,no significant pairs
2594.ID_129:binLong:10_left_left__REDUCED__2221-2294___2657-2717__DOTS_1,no significant pairs
2595.ID_130:binLong:4_left_left__REDUCED__16948-17020___17384-17453__DOTS_1,no significant pairs
2596.ID_355:binLong:8_left_left__REDUCED__19062-19158___19523-19568__DOTS_1,no significant pairs
2597.ID_29_left__REDUCED__7760-7830___8196-8270__DOTS_1,no significant pairs
2598.ID_80:binLong:9_left_left__REDUCED__9424-9492___9858-9952__DOTS_1,no significant pairs
2599.ID_710_left__REDUCED__19061-19132___19498-19557__DOTS_1,no significant pairs
26.ID_25:binShort:2_left_left__REDUCED__29207-29299___29229-29333__DOTS_1,no significant pairs
260.ID_778_left__REDUCED__778-846___819-892__DOTS_1,no significant pairs
2600.ID_145:binLong:11_left_left__REDUCED__23134-23197___23563-23612__DOTS_1,no significant pairs
2601.ID_246:binLong:18_left_left__REDUCED__4354-4404___4770-4847__DOTS_1,no significant pairs
2602.ID_1328_left__REDUCED__7771-7834___8200-8271__DOTS_1,no significant pairs
2603.ID_4:binLong:21_left_left__REDUCED__10298-10350___10716-10778__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2604.ID_467_left__REDUCED__944-1019___1386-1455__DOTS_1,no significant pairs
2605.ID_972:binLong:4_left_left__REDUCED__9474-9539___9907-9947__DOTS_1,no significant pairs
2606.ID_415:binLong:14_left_left__REDUCED__16987-17062___17430-17513__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2607.ID_542:binLong:4_left_left__REDUCED__19649-19689___20058-20109__DOTS_1,no significant pairs
2608.ID_676_left__REDUCED__13864-13941___14311-14365__DOTS_1,no significant pairs
2609.ID_17:binLong:4_left_left__REDUCED__944-1024___1394-1457__DOTS_1,no significant pairs
261.ID_989_left__REDUCED__5121-5176___5149-5236__DOTS_1,no significant pairs
2610.ID_75:binLong:9_left_left__REDUCED__8355-8402___8772-8840__DOTS_1,no significant pairs
2611.ID_305_left__REDUCED__13858-13932___14303-14363__DOTS_1,no significant pairs
2612.ID_340:binLong:9_left_left__REDUCED__17009-17065___17436-17532__DOTS_1,no significant pairs
2613.ID_168_left__REDUCED__19055-19147___19519-19569__DOTS_1,no significant pairs
2614.ID_209:binLong:6_left_left__REDUCED__16947-17017___17389-17450__DOTS_1,no significant pairs
2615.ID_1201_left__REDUCED__9453-9522___9894-9937__DOTS_1,no significant pairs
2616.ID_270:binLong:6_left_left__REDUCED__6042-6109___6481-6545__DOTS_1,no significant pairs
2617.ID_1191_left__REDUCED__933-1015___1387-1450__DOTS_1,no significant pairs
2618.ID_78:binLong:12_left_left__REDUCED__5202-5256___5628-5682__DOTS_1,no significant pairs
2619.ID_207:binLong:17_left_left__REDUCED__13835-13878___14251-14343__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
262.ID_1029_left__REDUCED__11750-11824___11797-11861__DOTS_1,no significant pairs
2620.ID_274_left__REDUCED__13851-13941___14315-14366__DOTS_1,no significant pairs
2621.ID_160:binLong:20_left_left__REDUCED__5154-5232___5606-5687__DOTS_1,no significant pairs
2622.ID_112:binLong:10_left_left__REDUCED__4347-4393___4767-4853__DOTS_1,no significant pairs
2623.ID_1083_left__REDUCED__9424-9493___9868-9944__DOTS_1,no significant pairs
2624.ID_110:binLong:13_left_left__REDUCED__19063-19153___19528-19571__DOTS_1,no significant pairs
2625.ID_424_left__REDUCED__19057-19147___19523-19570__DOTS_1,no significant pairs
2626.ID_165:binLong:20_left_left__REDUCED__9426-9486___9862-9945__DOTS_1,no significant pairs
2627.ID_1280_left__REDUCED__9458-9522___9898-9937__DOTS_1,no significant pairs
2628.ID_1227_left__REDUCED__957-1013___1389-1455__DOTS_1,no significant pairs
2629.ID_44:binLong:10_left_left__REDUCED__897-972___1349-1449__DOTS_1,no significant pairs
263.ID_204:binShort:2_left_left__REDUCED__18053-18106___18079-18148__DOTS_1,no significant pairs
2630.ID_938:binLong:4_left_left__REDUCED__6042-6105___6483-6553__DOTS_1,no significant pairs
2631.ID_61:binLong:22_left_left__REDUCED__2203-2282___2660-2722__DOTS_1,no significant pairs
2632.ID_58_left__REDUCED__13864-13936___14315-14364__DOTS_1,no significant pairs
2633.ID_1095_left__REDUCED__9426-9493___9872-9938__DOTS_1,no significant pairs
2634.ID_102:binLong:19_left_left__REDUCED__19051-19155___19534-19574__DOTS_1,no significant pairs
2635.ID_171:binLong:22_left_left__REDUCED__28373-28512___28892-29042__DOTS_1,no significant pairs
2636.ID_39:binLong:14_left_left__REDUCED__28384-28527___28907-29023__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2637.ID_22_left__REDUCED__7754-7830___8210-8271__DOTS_1,no significant pairs
2638.ID_1165_left__REDUCED__19050-19150___19530-19570__DOTS_1,no significant pairs
2639.ID_28:binLong:20_left_left__REDUCED__4340-4391___4771-4853__DOTS_1,no significant pairs
264.ID_55:binShort:4_left_left__REDUCED__4420-4472___4445-4498__DOTS_1,no significant pairs
2640.ID_799_left__REDUCED__5160-5210___5591-5661__DOTS_1,no significant pairs
2641.ID_1332_left__REDUCED__13871-13929___14311-14378__DOTS_1,no significant pairs
2642.ID_68:binLong:23_left_left__REDUCED__5182-5245___5627-5682__DOTS_1,no significant pairs
2643.ID_106_left__REDUCED__19056-19147___19531-19570__DOTS_1,no significant pairs
2644.ID_501:binLong:39_left_left__REDUCED__10305-10351___10735-10778__DOTS_1,no significant pairs
2645.ID_808:binLong:4_left_left__REDUCED__19070-19141___19526-19569__DOTS_1,no significant pairs
2646.ID_970_left__REDUCED__916-972___1358-1424__DOTS_1,no significant pairs
2647.ID_178:binLong:20_left_left__REDUCED__911-981___1367-1440__DOTS_1,no significant pairs
2648.ID_320:binLong:13_left_left__REDUCED__5164-5219___5605-5677__DOTS_1,no significant pairs
2649.ID_82_left__REDUCED__28389-28520___28907-29030__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
265.ID_70:binShort:4_left_left__REDUCED__20630-20698___20671-20723__DOTS_1,no significant pairs
2650.ID_7:binLong:9_left_left__REDUCED__28374-28512___28899-29024__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2651.ID_1238_left__REDUCED__7743-7823___8210-8276__DOTS_1,no significant pairs
2652.ID_104:binLong:14_left_left__REDUCED__23118-23201___23588-23640__DOTS_1,no significant pairs
2653.ID_192:binLong:24_left_left__REDUCED__5155-5229___5617-5680__DOTS_1,no significant pairs
2654.ID_158:binLong:3_left_left__REDUCED__9427-9493___9882-9940__DOTS_1,no significant pairs
2655.ID_1170_left__REDUCED__5149-5214___5605-5654__DOTS_1,no significant pairs
2656.ID_144:binLong:23_left_left__REDUCED__16938-17000___17391-17449__DOTS_1,no significant pairs
2657.ID_228:binLong:17_left_left__REDUCED__7746-7818___8209-8269__DOTS_1,no significant pairs
2658.ID_498:binLong:10_left_left__REDUCED__1937-1974___2365-2416__DOTS_1,no significant pairs
2659.ID_19:binLong:8_left_left__REDUCED__12190-12269___12660-12741__DOTS_1,no significant pairs
266.ID_251:binShort:3_left_left__REDUCED__14763-14820___14793-14854__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2660.ID_163:binLong:1_left_left__REDUCED__9425-9480___9872-9945__DOTS_1,no significant pairs
2661.ID_1019_left__REDUCED__19063-19143___19535-19568__DOTS_1,no significant pairs
2662.ID_395_left__REDUCED__915-972___1364-1450__DOTS_1,no significant pairs
2663.ID_141_left__REDUCED__7760-7826___8218-8289__DOTS_1,no significant pairs
2664.ID_211:binLong:20_left_left__REDUCED__1912-1986___2378-2452__DOTS_1,no significant pairs
2665.ID_228_left__REDUCED__9428-9487___9880-9943__DOTS_1,no significant pairs
2666.ID_205:binLong:20_left_left__REDUCED__3112-3189___3582-3644__DOTS_1,no significant pairs
2667.ID_387_left__REDUCED__5156-5210___5604-5668__DOTS_1,no significant pairs
2668.ID_6:binLong:21_left_left__REDUCED__5162-5233___5627-5685__DOTS_1,no significant pairs
2669.ID_643:binLong:4_left_left__REDUCED__6029-6093___6488-6549__DOTS_1,no significant pairs
267.ID_168:binShort:2_left_left__REDUCED__6482-6532___6505-6570__DOTS_1,no significant pairs
2670.ID_1148_left__REDUCED__13826-13888___14283-14386__DOTS_1,no significant pairs
2671.ID_352:binLong:6_left_left__REDUCED__6041-6114___6510-6568__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2672.ID_47:binLong:7_left_left__REDUCED__28426-28501___28897-28955__DOTS_1,no significant pairs
2673.ID_2_left__REDUCED__13825-13888___14285-14366__DOTS_1,no significant pairs
2674.ID_789_left__REDUCED__13824-13890___14287-14360__DOTS_1,no significant pairs
2675.ID_14:binLong:2_left_left__REDUCED__878-962___1360-1436__DOTS_1,no significant pairs
2676.ID_436:binLong:6_left_left__REDUCED__19063-19133___19532-19566__DOTS_1,no significant pairs
2677.ID_119:binLong:18_left_left__REDUCED__3113-3190___3589-3644__DOTS_1,no significant pairs
2678.ID_453_left__REDUCED__9423-9493___9893-9951__DOTS_1,no significant pairs
2679.ID_96:binLong:4_left_left__REDUCED__19058-19124___19525-19569__DOTS_1,no significant pairs
268.ID_202:binShort:1_left_left__REDUCED__17421-17480___17453-17521__DOTS_1,no significant pairs
2680.ID_1011:binLong:6_left_left__REDUCED__6029-6090___6492-6551__DOTS_1,no significant pairs
2681.ID_119_left__REDUCED__3118-3192___3595-3654__DOTS_1,no significant pairs
2682.ID_149:binLong:4_left_left__REDUCED__9421-9485___9888-9939__DOTS_1,no significant pairs
2683.ID_1360:binLong:56_left_left__REDUCED__16941-17013___17416-17469__DOTS_1,no significant pairs
2684.ID_32:binLong:15_left_left__REDUCED__28433-28515___28919-29030__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2685.ID_225:binLong:13_left_left__REDUCED__906-958___1362-1427__DOTS_1,no significant pairs
2686.ID_8:binLong:23_left_left__REDUCED__28445-28509___28915-29058__DOTS_1,no significant pairs
2687.ID_56:binLong:10_left_left__REDUCED__17528-17650___18057-18192__DOTS_1,no significant pairs
2688.ID_151:binLong:5_left_left__REDUCED__19055-19130___19537-19573__DOTS_1,no significant pairs
2689.ID_485:binLong:16_left_left__REDUCED__7748-7813___8221-8288__DOTS_1,no significant pairs
269.ID_171:binShort:3_left_left__REDUCED__16866-16930___16903-16982__DOTS_1,no significant pairs
2690.ID_224:binLong:7_left_left__REDUCED__9427-9472___9881-9939__DOTS_1,no significant pairs
2691.ID_73:binLong:1_left_left__REDUCED__28439-28496___28906-28981__DOTS_1,no significant pairs
2692.ID_340:binLong:26_left_left__REDUCED__16945-17013___17423-17461__DOTS_1,no significant pairs
2693.ID_832_left__REDUCED__9426-9484___9895-9943__DOTS_1,no significant pairs
2694.ID_144:binLong:32_left_left__REDUCED__12228-12277___12688-12732__DOTS_1,no significant pairs
2695.ID_82:binLong:11_left_left__REDUCED__2178-2238___2650-2714__DOTS_1,no significant pairs
2696.ID_193:binLong:16_left_left__REDUCED__3121-3183___3596-3645__DOTS_1,no significant pairs
2697.ID_1127_left__REDUCED__28459-28517___28930-29004__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2698.ID_13:binLong:52_left_left__REDUCED__10287-10344___10757-10808__DOTS_1,no significant pairs
2699.ID_819_left__REDUCED__3119-3196___3610-3651__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
27.ID_22:binShort:2_left_left__REDUCED__20610-20687___20619-20703__DOTS_1,no significant pairs
270.ID_556_left__REDUCED__26881-26939___26912-27000__DOTS_1,no significant pairs
2700.ID_80:binLong:20_left_left__REDUCED__17542-17647___18062-18197__DOTS_1,no significant pairs
2701.ID_868_left__REDUCED__28427-28492___28907-28958__DOTS_1,no significant pairs
2702.ID_1098_left__REDUCED__28438-28513___28928-28965__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2703.ID_626:binLong:17_left_left__REDUCED__3110-3185___3601-3647__DOTS_1,no significant pairs
2704.ID_63:binLong:14_left_left__REDUCED__16089-16150___16566-16645__DOTS_1,no significant pairs
2705.ID_91:binLong:14_left_left__REDUCED__21829-21881___22297-22404__DOTS_1,no significant pairs
2706.ID_175_left__REDUCED__26445-26558___26975-27052__DOTS_1,no significant pairs
2707.ID_71:binLong:14_left_left__REDUCED__17566-17633___18050-18159__DOTS_1,no significant pairs
2708.ID_1224_left__REDUCED__4319-4398___4816-4891__DOTS_1,no significant pairs
2709.ID_923_left__REDUCED__13828-13890___14309-14372__DOTS_1,no significant pairs
271.ID_46:binShort:2_left_left__REDUCED__9848-9904___9877-9945__DOTS_1,no significant pairs
2710.ID_176:binLong:13_left_left__REDUCED__28436-28477___28896-28971__DOTS_1,no significant pairs
2711.ID_107:binLong:20_left_left__REDUCED__8973-9082___9502-9550__DOTS_1,no significant pairs
2712.ID_381_left__REDUCED__3117-3189___3610-3651__DOTS_1,no significant pairs
2713.ID_273_left__REDUCED__4272-4396___4818-4893__DOTS_1,no significant pairs
2714.ID_1038_left__REDUCED__4322-4398___4820-4888__DOTS_1,no significant pairs
2715.ID_340_left__REDUCED__3115-3184___3607-3647__DOTS_1,no significant pairs
2716.ID_969_left__REDUCED__8970-9047___9470-9534__DOTS_1,no significant pairs
2717.ID_219:binLong:7_left_left__REDUCED__28436-28486___28909-28965__DOTS_1,no significant pairs
2718.ID_1054_left__REDUCED__13817-13878___14302-14356__DOTS_1,no significant pairs
2719.ID_44:binLong:24_left_left__REDUCED__28377-28493___28918-29038__DOTS_1,no significant pairs
272.ID_440_left__REDUCED__18082-18151___18125-18198__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2720.ID_444_left__REDUCED__26447-26551___26977-27041__DOTS_1,no significant pairs
2721.ID_178:binLong:9_left_left__REDUCED__8958-9076___9502-9541__DOTS_1,no significant pairs
2722.ID_87:binLong:10_left_left__REDUCED__8969-9056___9482-9545__DOTS_1,no significant pairs
2723.ID_237:binLong:20_left_left__REDUCED__5976-6052___6480-6579__DOTS_1,no significant pairs
2724.ID_403_left__REDUCED__13828-13884___14312-14374__DOTS_1,no significant pairs
2725.ID_915:binLong:6_left_left__REDUCED__6025-6084___6512-6565__DOTS_1,no significant pairs
2726.ID_1300_left__REDUCED__13817-13877___14305-14353__DOTS_1,no significant pairs
2727.ID_95:binLong:10_left_left__REDUCED__36-91___521-573__DOTS_1,no significant pairs
2728.ID_1164_left__REDUCED__26506-26557___26988-27031__DOTS_1,no significant pairs
2729.ID_169:binLong:7_left_left__REDUCED__21828-21883___22315-22377__DOTS_1,no significant pairs
273.ID_617_left__REDUCED__20977-21052___21026-21114__DOTS_1,no significant pairs
2730.ID_439:binLong:43_left_left__REDUCED__9428-9480___9913-9943__DOTS_1,no significant pairs
2731.ID_6:binLong:2_left_left__REDUCED__28436-28509___28942-29043__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2732.ID_561_left__REDUCED__4311-4396___4830-4891__DOTS_1,no significant pairs
2733.ID_110_left__REDUCED__26477-26553___26987-27041__DOTS_1,no significant pairs
2734.ID_479_left__REDUCED__9419-9473___9908-9955__DOTS_1,no significant pairs
2735.ID_716_left__REDUCED__17541-17650___18086-18187__DOTS_1,no significant pairs
2736.ID_1:binLong:23_left_left__REDUCED__16088-16136___16572-16668__DOTS_1,no significant pairs
2737.ID_439:binLong:4_left_left__REDUCED__6023-6080___6516-6572__DOTS_1,no significant pairs
2738.ID_859_left__REDUCED__4321-4384___4821-4889__DOTS_1,no significant pairs
2739.ID_763_left__REDUCED__21820-21878___22315-22413__DOTS_1,no significant pairs
274.ID_924_left__REDUCED__5158-5225___5199-5273__DOTS_1,no significant pairs
2740.ID_862:binLong:6_left_left__REDUCED__6001-6056___6494-6560__DOTS_1,no significant pairs
2741.ID_202:binLong:15_left_left__REDUCED__16424-16480___16919-16982__DOTS_1,no significant pairs
2742.ID_31_left__REDUCED__13823-13884___14324-14379__DOTS_1,no significant pairs
2743.ID_82:binLong:2_left_left__REDUCED__8958-9057___9497-9541__DOTS_1,no significant pairs
2744.ID_355:binLong:14_left_left__REDUCED__16441-16472___16913-16982__DOTS_1,no significant pairs
2745.ID_1116_left__REDUCED__8959-9047___9489-9543__DOTS_1,no significant pairs
2746.ID_349_left__REDUCED__4320-4384___4828-4889__DOTS_1,no significant pairs
2747.ID_666_left__REDUCED__28379-28488___28932-29047__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2748.ID_83:binLong:20_left_left__REDUCED__21824-21873___22317-22414__DOTS_1,no significant pairs
2749.ID_104:binLong:16_left_left__REDUCED__16426-16478___16922-16986__DOTS_1,no significant pairs
275.ID_958_left__REDUCED__1710-1772___1746-1806__DOTS_1,no significant pairs
2750.ID_200:binLong:19_left_left__REDUCED__17544-17656___18101-18193__DOTS_1,no significant pairs
2751.ID_85:binLong:17_left_left__REDUCED__4315-4392___4837-4888__DOTS_1,no significant pairs
2752.ID_834:binLong:4_left_left__REDUCED__6000-6063___6508-6570__DOTS_1,no significant pairs
2753.ID_731_left__REDUCED__8971-9047___9493-9539__DOTS_1,no significant pairs
2754.ID_214:binLong:14_left_left__REDUCED__17546-17650___18096-18184__DOTS_1,no significant pairs
2755.ID_1231_left__REDUCED__5990-6042___6488-6561__DOTS_1,no significant pairs
2756.ID_159:binLong:5_left_left__REDUCED__8985-9057___9503-9553__DOTS_1,no significant pairs
2757.ID_9:binLong:18_left_left__REDUCED__17544-17633___18081-18192__DOTS_1,no significant pairs
2758.ID_158:binLong:19_left_left__REDUCED__4313-4373___4821-4908__DOTS_1,no significant pairs
2759.ID_1272_left__REDUCED__6000-6038___6486-6553__DOTS_1,no significant pairs
276.ID_257:binShort:4_left_left__REDUCED__2682-2751___2725-2771__DOTS_1,no significant pairs
2760.ID_1184_left__REDUCED__4318-4384___4835-4903__DOTS_1,no significant pairs
